GCA_021654395.1,Candidatus_Micrarchaeota_archaeon,2250274,OTHER_ARCHAEA
GCF_016806735.1,Candidatus_Micrarchaeum_A_DKE,2282148,OTHER_ARCHAEA
GCA_029207735.1,Candidatus_Nanohaloarchaeota_archaeon_SVXNc,2978047,OTHER_ARCHAEA
GCA_029232205.1,Candidatus_Nanohalobia_archaeon_BNXNv,2978046,OTHER_ARCHAEA
GCF_009617975.1,Candidatus_Nanohalobium_constans,2565781,OTHER_ARCHAEA
GCA_026016245.1,Candidatus_Pacearchaeota_archaeon,2026773,OTHER_ARCHAEA
GCA_016432305.1,Candidatus_Woesearchaeota_archaeon,2026803,OTHER_ARCHAEA
GCA_020343615.1,Candidatus_Woesearchaeota_archaeon,2026803,OTHER_ARCHAEA
GCA_000830275.1,archaeon_GW2011_AR10,1579370,OTHER_ARCHAEA
GCA_000830295.1,archaeon_GW2011_AR15,1579373,OTHER_ARCHAEA
GCA_000830315.1,archaeon_GW2011_AR20,1579378,OTHER_ARCHAEA
GCA_020343435.1,archaeon_bin1429,1906665,OTHER_ARCHAEA
GCA_020355185.1,archaeon_bin779,1906665,OTHER_ARCHAEA
GCF_003330725.1,Acidisarcina_polymorpha_SBC82,2211140,ACIDOBACTERIOTA
GCF_000022565.1,Acidobacterium_capsulatum_ATCC_51196,240015,ACIDOBACTERIOTA
GCF_014274465.1,Alloacidobacterium_dinghuense_4Y35,2763107,ACIDOBACTERIOTA
GCA_016865505.2,Bryobacterales_bacterium_F-183,2802972,ACIDOBACTERIOTA
GCF_000014005.1,Candidatus_Koribacter_versatilis_Ellin345,204669,ACIDOBACTERIOTA
GCF_000226295.1,Chloracidobacterium_thermophilum_B,981222,ACIDOBACTERIOTA
GCF_025264665.1,Edaphobacter_flagellatus_HZ411,1933044,ACIDOBACTERIOTA
GCF_030295385.1,Geothrix_oryzae_Red222,2927975,ACIDOBACTERIOTA
GCF_000178975.2,Granulicella_tundricola_MP5ACTX9,1198114,ACIDOBACTERIOTA
GCF_001618865.1,Luteitalea_pratensis_DSM_100886,1855912,ACIDOBACTERIOTA
GCF_030295405.1,Mesoterricola_silvestris_W79,2927979,ACIDOBACTERIOTA
GCF_025264625.1,Occallatibacter_riparius_DSM_25168,1002689,ACIDOBACTERIOTA
GCF_015277775.1,Paludibaculum_fermentans_P105,1473598,ACIDOBACTERIOTA
GCF_017498545.1,Sulfidibacter_corallicola_M133,2818388,ACIDOBACTERIOTA
GCF_000265425.1,Terriglobus_roseus_DSM_18391,926566,ACIDOBACTERIOTA
GCF_016592575.1,Thermotomaculum_hydrothermale_AC55,981385,ACIDOBACTERIOTA
GCF_000023265.1,Acidimicrobium_ferrooxidans_DSM_10331,525909,ACTINOMYCETOTA
GCF_000310065.1,Acidipropionibacterium_acidipropionici_ATCC_4875,1171373,ACTINOMYCETOTA
GCA_033097465.1,Acidothermaceae_bacterium_B102,3061014,ACTINOMYCETOTA
GCF_000015025.1,Acidothermus_cellulolyticus_11B_ATCC_43068,351607,ACTINOMYCETOTA
GCF_024927965.1,Actinacidiphila_bryophytorum_DS3,1436133,ACTINOMYCETOTA
GCF_002234535.1,Actinoalloteichus_hoggarensis_DSM_45943,1470176,ACTINOMYCETOTA
GCF_003073475.1,Actinobaculum_313,2495645,ACTINOMYCETOTA
GCF_018324685.1,Actinocatenispora_sera_NBRC_101916,390989,ACTINOMYCETOTA
GCF_024760565.1,Actinokineospora_UTMC_2448,2268449,ACTINOMYCETOTA
GCF_019175365.1,Actinomadura_graeca_32-07,2750812,ACTINOMYCETOTA
GCF_009650215.1,Actinomarinicola_tropica_SCSIO_58843,2789776,ACTINOMYCETOTA
GCF_016127855.1,Actinomyces_naeslundii_FDAARGOS_1037,1655,ACTINOMYCETOTA
GCF_000494755.1,Actinoplanes_friuliensis_DSM_7358,1246995,ACTINOMYCETOTA
GCF_900104745.1,Actinopolymorpha_singaporensis_DSM_22024,117157,ACTINOMYCETOTA
GCF_002263515.1,Actinopolyspora_erythraea_YIM_90600,414996,ACTINOMYCETOTA
GCF_000023245.1,Actinosynnema_mirum_DSM_43827,446462,ACTINOMYCETOTA
GCF_014042015.1,Actinotalea_JY-7876,2758442,ACTINOMYCETOTA
GCF_000724605.1,Actinotignum_schaalii_CCUG_27420,59505,ACTINOMYCETOTA
GCF_000478885.1,Adlercreutzia_equolifaciens_DSM_19450,1384484,ACTINOMYCETOTA
GCF_001509405.1,Aeromicrobium_erythreum_AR18,2041,ACTINOMYCETOTA
GCF_904528075.1,Agreia_COWG,2773266,ACTINOMYCETOTA
GCF_005484985.1,Agrococcus_sp._SGAir0287,2070347,ACTINOMYCETOTA
GCF_001660485.1,Agromyces_aureus_AR33,453304,ACTINOMYCETOTA
GCF_900070365.1,Alloactinosynnema_L-07,1653480,ACTINOMYCETOTA
GCF_021391335.1,Allobranchiibius_GilTou73,2904523,ACTINOMYCETOTA
GCF_009664835.1,Allosaccharopolyspora_coralli_E2A,2665642,ACTINOMYCETOTA
GCF_000220945.1,Amycolatopsis_mediterranei_S699,713604,ACTINOMYCETOTA
GCF_019048865.1,Aquihabitans_G128,2849779,ACTINOMYCETOTA
GCF_013283855.1,Aquiluna_borgnonia_15G-AUS-rot,2499157,ACTINOMYCETOTA
GCF_000277715.1,Arachnia_propionica_F0230a,767029,ACTINOMYCETOTA
GCF_000092365.1,Arcanobacterium_haemolyticum_DSM_20595,644284,ACTINOMYCETOTA
GCF_001189535.1,Arsenicicoccus_oral_taxon_190_F0371,1658671,ACTINOMYCETOTA
GCF_000755585.2,Arthrobacter_alpinus_A3,656366,ACTINOMYCETOTA
GCF_018128285.1,Atopobium_oral_taxon_416_W9116,712157,ACTINOMYCETOTA
GCF_002355535.1,Aurantimicrobium_minutum_KNC,708131,ACTINOMYCETOTA
GCF_003185725.2,Auritidibacter_NML130574,2170745,ACTINOMYCETOTA
GCF_003391095.1,Austwickia_chelonae_LK16-18,100225,ACTINOMYCETOTA
GCF_007970665.1,Baekduia_soli_BR7-21,496014,ACTINOMYCETOTA
GCF_030296655.1,Barrientosiimonas_endolithica_NBRC_110608,1535208,ACTINOMYCETOTA
GCF_000814825.1,Berryella_intestinalis_68-1-3,1531429,ACTINOMYCETOTA
GCF_000023105.1,Beutenbergia_cavernae_DSM_12333,471853,ACTINOMYCETOTA
GCF_000020425.1,Bifidobacterium_longum_sub_infantis_ATCC_15697,391904,ACTINOMYCETOTA
GCF_000284015.1,Blastococcus_saxobsidens_DD2,1146883,ACTINOMYCETOTA
GCF_001856685.1,Boudabousia_tangfeifanii_VUL4_3,1912795,ACTINOMYCETOTA
GCF_000023405.1,Brachybacterium_faecium_DSM_4810,446465,ACTINOMYCETOTA
GCF_001729525.1,Brevibacterium_aurantiacum_SMQ-1335,273384,ACTINOMYCETOTA
GCF_030297015.1,Brooklawnia_sp._SH051,3041175,ACTINOMYCETOTA
GCF_002287885.2,Candidatus_Nanopelagicus_limnes,1884634,ACTINOMYCETOTA
GCF_002287925.1,Candidatus_Planktophila_lacus,1884913,ACTINOMYCETOTA
GCF_000177615.2,Candidatus_Protofrankia_datiscae_Dg1,2716812,ACTINOMYCETOTA
GCF_001854225.1,Candidatus_Rhodoluna_planktonica_MWH-Dar1,535712,ACTINOMYCETOTA
GCF_021172045.1,Capillimicrobium_parvum_0166_1,2884022,ACTINOMYCETOTA
GCF_018326265.1,Catellatospora_IY07-71,2728827,ACTINOMYCETOTA
GCF_000024025.1,Catenulispora_acidiphila_DSM_44928,479433,ACTINOMYCETOTA
GCF_000212695.1,Cellulomonas_fimi_ATCC_484,590998,ACTINOMYCETOTA
GCF_002162335.1,Cellulosimicrobium_cellulans_PSBB019,1710,ACTINOMYCETOTA
GCF_014041995.1,Changpingibacter_yushuensis_JY-X040,2758440,ACTINOMYCETOTA
GCF_029637705.1,Citricoccus_muralis_P2,169134,ACTINOMYCETOTA
GCF_000069225.1,Clavibacter_michiganensis_sub_sepedonicus_ATCC_33113,31964,ACTINOMYCETOTA
GCF_002096055.1,Cnuibacter_physcomitrellae_XAT,1619308,ACTINOMYCETOTA
GCF_003856815.1,Collinsella_aerofaciens_C11,74426,ACTINOMYCETOTA
GCF_000025265.1,Conexibacter_woesei_DSM_14684,469383,ACTINOMYCETOTA
GCF_000195315.1,Coriobacterium_glomerans_PW2,700015,ACTINOMYCETOTA
GCF_001457455.1,Corynebacterium_diphtheriae_NCTC11397,1717,ACTINOMYCETOTA
GCF_000011325.1,Corynebacterium_glutamicum_ATCC_13032,196627,ACTINOMYCETOTA
GCF_023499255.1,Couchioplanes_caeruleus_TL65,56438,ACTINOMYCETOTA
GCF_030064675.1,Crossiella_CA-258035,2981138,ACTINOMYCETOTA
GCF_001679725.1,Cryobacterium_arcticum_PAMC_27867,670052,ACTINOMYCETOTA
GCF_000023845.1,Cryptobacterium_curtum_DSM_15641,469378,ACTINOMYCETOTA
GCF_017909455.1,Curtobacterium_flaccumfaciens_pv._flaccumfaciens_BRIP_70614,138532,ACTINOMYCETOTA
